id,timestamp1,source,actiontag,event_id,event_type,event_category,event_author,eventcreated,change_id,change_source,changetimestamp,change_targetasrobject_id,change_targetasrobject_origin,change_targetasrobject_destination,change_targetasrobject_flightnumber,change_targetasrobject_carrier,scheduledstart,scheduledend,change_attributes_last_aircraft_assigned,eobt,eibt,change_attributes_last_delay_applied,change_attributes_last_delay_on_arrival_applied
PLAN-QLK_ALL_190513T18:49__WJ06Nh4,50:36.0,gui:176171:actiontag:Update Maintenance~!~VHSBJ~!~ - ~!~Local__pbazyJg,Update Maintenance~,PLAN-QLK_ALL_190513T18:49,ALL,PLAN-QLK,176171,49:34.0,DS3jr4s_SYD_QF_190513T09:05_190513T11:05__sL8I9jA,gui:176171:actiontag:Update Maintenance~!~VHSBJ~!~ - ~!~Local__pbazyJg,50:34.0,DS3jr4s_SYD_QF_190513T09:05_190513T11:05,,,,QF,05:00.0,05:00.0,,,,,
MECH-QLK_MAINT_VHNHP_190508T01:36__kdSpEK4,46:33.0,gui:197721:actiontag:Create Maintenance~!~VHNHP~!~VHNHP~!~Local___iYG3Qc,Create Maintenance~,MECH-QLK_MAINT_VHNHP_190508T01:36,MAINT,MECH-QLK,197721,36:09.0,DT6M358_PER_QF_190508T06:30_190508T15:59___cMPxss,gui:197721:actiontag:Create Maintenance~!~VHNHP~!~VHNHP~!~Local___iYG3Qc,46:22.0,DT6M358_PER_QF_190508T06:30_190508T15:59,,,,QF,30:00.0,59:00.0,,,,,
PLAN-QLK_ALL_190430T08:23__yvQexXc,21:04.0,gui:190087:actiontag:Create Maintenance~!~VHQOH~!~VHQOH~!~Local__Q43xOaA,Create Maintenance~,PLAN-QLK_ALL_190430T08:23,ALL,PLAN-QLK,176171,23:17.0,DTKzdxk_SYD_QF_190517T06:35_190517T13:30__Yv9jfjI,gui:190087:actiontag:Create Maintenance~!~VHQOH~!~VHQOH~!~Local__Q43xOaA,18:50.0,DTKzdxk_SYD_QF_190517T06:35_190517T13:30,,,,QF,35:00.0,30:00.0,,,,,
PLAN-QLK_ALL_190430T08:23__elt-z_s,21:04.0,gui:190087:actiontag:Delay End Maintenance~!~VHQOH~!~-99 Mins.~!~Local__tBmxSV0,Delay End Maintenance~,PLAN-QLK_ALL_190430T08:23,ALL,PLAN-QLK,176171,23:17.0,DTKzdxk_SYD_QF_190517T06:35_190517T13:30__m7u_lgM,gui:190087:actiontag:Delay End Maintenance~!~VHQOH~!~-99 Mins.~!~Local__tBmxSV0,18:53.0,DTKzdxk_SYD_QF_190517T06:35_190517T13:30,,,,QF,35:00.0,30:00.0,,,,,
PLAN-QLK_ALL_190430T08:23__9VU7BWU,21:04.0,gui:190087:actiontag:Move Maintenance~!~VHQOH~!~98 Mins.~!~Local___76KMAI,Move Maintenance~,PLAN-QLK_ALL_190430T08:23,ALL,PLAN-QLK,176171,23:17.0,DTKzdxk_SYD_QF_190517T06:35_190517T13:30__GX_nZxg,gui:190087:actiontag:Move Maintenance~!~VHQOH~!~98 Mins.~!~Local___76KMAI,18:55.0,DTKzdxk_SYD_QF_190517T06:35_190517T13:30,,,,QF,35:00.0,30:00.0,,,,,
PLAN-QLK_ALL_190430T08:23__NimsPzw,00:23.0,gui:190087:actiontag:Move Maintenance~!~VHQOH~!~117 Mins.~!~Local__iivI5uk,Move Maintenance~,PLAN-QLK_ALL_190430T08:23,ALL,PLAN-QLK,176171,23:17.0,DTKzdxk_SYD_QF_190517T06:35_190517T13:30__IQs0onA,gui:190087:actiontag:Move Maintenance~!~VHQOH~!~117 Mins.~!~Local__iivI5uk,00:21.0,DTKzdxk_SYD_QF_190517T06:35_190517T13:30,,,,QF,35:00.0,30:00.0,,,,,
PLAN-QLK_ALL_190501T21:46__6VIgNXE,56:18.0,gui:190087:actiontag:Cancel Maintenance~!~VHQOH~!~ - ~!~Local__M3DnrEE,Cancel Maintenance~,PLAN-QLK_ALL_190501T21:46,ALL,PLAN-QLK,195179,46:33.0,DTKzdxk_SYD_QF_190517T06:35_190517T13:30__lRb6KEU,gui:190087:actiontag:Cancel Maintenance~!~VHQOH~!~ - ~!~Local__M3DnrEE,56:17.0,DTKzdxk_SYD_QF_190517T06:35_190517T13:30,,,,QF,35:00.0,30:00.0,,,,,
PLAN_MAINT-INT_190430T23:54__yS3vGg4,00:02.0,gui:377685:actiontag:Cancel Maintenance~!~VHOQC~!~ - ~!~Local__V8oZKz4,Cancel Maintenance~,PLAN_MAINT-INT_190430T23:54,MAINT-INT,PLAN,377685,54:17.0,DTLsI1E_LAX_QF_190527T13:25_190528T05:40__-05ITSE,gui:377685:actiontag:Cancel Maintenance~!~VHOQC~!~ - ~!~Local__V8oZKz4,59:32.0,DTLsI1E_LAX_QF_190527T13:25_190528T05:40,,,,QF,25:00.0,40:00.0,,,,,
PLAN-QLK_ALL_190516T09:11___2p5UHo,33:48.0,gui:319229:actiontag:Create Maintenance~!~VHVZY~!~VHVZY~!~Local__DWGYz_Q,Create Maintenance~,PLAN-QLK_ALL_190516T09:11,ALL,PLAN-QLK,176171,11:18.0,DV5Qagg_SYD_QF_190517T23:55_190518T01:15__MjjS-gU,gui:319229:actiontag:Create Maintenance~!~VHVZY~!~VHVZY~!~Local__DWGYz_Q,33:35.0,DV5Qagg_SYD_QF_190517T23:55_190518T01:15,,,,QF,55:00.0,15:00.0,,,,,
OPER_IT_190504T19:04__c1zDwNI,12:51.0,gui:377685:actiontag:Create Maintenance~!~VHOQG~!~VHOQG~!~Local__YAIF1zs,Create Maintenance~,OPER_IT_190504T19:04,IT,OPER,cog03,04:55.0,DWSXKdk_LAX_QF_190614T13:20_190615T16:55__aFOk9Gk,gui:377685:actiontag:Create Maintenance~!~VHOQG~!~VHOQG~!~Local__YAIF1zs,12:40.0,DWSXKdk_LAX_QF_190614T13:20_190615T16:55,,,,QF,20:00.0,55:00.0,,,,,
OPER_IT_190504T19:04__bGzYHtw,12:51.0,gui:377685:actiontag:Move Maintenance~!~VHOQG~!~118 Mins.~!~Local__TEt-ZzA,Move Maintenance~,OPER_IT_190504T19:04,IT,OPER,cog03,04:55.0,DWSXKdk_LAX_QF_190614T13:20_190615T16:55__5s4Y2Fg,gui:377685:actiontag:Move Maintenance~!~VHOQG~!~118 Mins.~!~Local__TEt-ZzA,12:42.0,DWSXKdk_LAX_QF_190614T13:20_190615T16:55,,,,QF,20:00.0,55:00.0,,,,,
OPER_IT_190504T19:04__NmzumA8,12:51.0,gui:377685:actiontag:Delay End Maintenance~!~VHOQG~!~-870 Mins.~!~Local__Rc3-9ag,Delay End Maintenance~,OPER_IT_190504T19:04,IT,OPER,cog03,04:55.0,DWSXKdk_LAX_QF_190614T13:20_190615T16:55__IR5xjHs,gui:377685:actiontag:Delay End Maintenance~!~VHOQG~!~-870 Mins.~!~Local__Rc3-9ag,12:46.0,DWSXKdk_LAX_QF_190614T13:20_190615T16:55,,,,QF,20:00.0,55:00.0,,,,,
PLAN-QLK_ALL_190507T15:36__h2AyXKQ,12:12.0,gui:161383:actiontag:Create Maintenance~!~VHQOI~!~VHQOI~!~Local__M1zflpc,Create Maintenance~,PLAN-QLK_ALL_190507T15:36,ALL,PLAN-QLK,108658,36:26.0,DXRQlmw_SYD_QF_190510T10:40_190510T14:30__aIB-HuE,gui:161383:actiontag:Create Maintenance~!~VHQOI~!~VHQOI~!~Local__M1zflpc,12:08.0,DXRQlmw_SYD_QF_190510T10:40_190510T14:30,,,,QF,40:00.0,30:00.0,,,,,
PLAN-QLK_ALL_190507T15:36__nOYjqak,12:12.0,gui:161383:actiontag:Move Maintenance~!~VHQOI~!~49 Mins.~!~Local__FZDHzQI,Move Maintenance~,PLAN-QLK_ALL_190507T15:36,ALL,PLAN-QLK,108658,36:26.0,DXRQlmw_SYD_QF_190510T10:40_190510T14:30__RcmxIM0,gui:161383:actiontag:Move Maintenance~!~VHQOI~!~49 Mins.~!~Local__FZDHzQI,12:10.0,DXRQlmw_SYD_QF_190510T10:40_190510T14:30,,,,QF,40:00.0,30:00.0,,,,,
PLAN-QLK_ALL_190508T08:08__MqGktwg,11:13.0,gui:190087:actiontag:Cancel Maintenance~!~VHQOI~!~ - ~!~Local__CQKw5OA,Cancel Maintenance~,PLAN-QLK_ALL_190508T08:08,ALL,PLAN-QLK,176171,08:54.0,DXRQlmw_SYD_QF_190510T10:40_190510T14:30___Fp6cyU,gui:190087:actiontag:Cancel Maintenance~!~VHQOI~!~ - ~!~Local__CQKw5OA,10:50.0,DXRQlmw_SYD_QF_190510T10:40_190510T14:30,,,,QF,40:00.0,30:00.0,,,,,
PLAN-QLK_ALL_190514T08:47__DidzSBU,11:54.0,gui:108658:actiontag:Create Maintenance~!~VHYQX~!~VHYQX~!~Local__0durOnA,Create Maintenance~,PLAN-QLK_ALL_190514T08:47,ALL,PLAN-QLK,198168,47:26.0,Dbs_dIA_SYD_QF_190514T16:00_190514T19:00__HzJYNRM,gui:108658:actiontag:Create Maintenance~!~VHYQX~!~VHYQX~!~Local__0durOnA,11:42.0,Dbs_dIA_SYD_QF_190514T16:00_190514T19:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN-QLK_ALL_190514T08:47__0u7Iqk4,11:54.0,gui:108658:actiontag:Move Maintenance~!~VHYQX~!~74 Mins.~!~Local__fDP46Is,Move Maintenance~,PLAN-QLK_ALL_190514T08:47,ALL,PLAN-QLK,198168,47:26.0,Dbs_dIA_SYD_QF_190514T16:00_190514T19:00__gJlsSNk,gui:108658:actiontag:Move Maintenance~!~VHYQX~!~74 Mins.~!~Local__fDP46Is,11:46.0,Dbs_dIA_SYD_QF_190514T16:00_190514T19:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN_ALOC-DOM_190503T23:14__W5NXVLI,07:51.0,gui:307147:actiontag:Create Maintenance~!~VHXZA~!~VHXZA~!~Local__pZJ3Tvw,Create Maintenance~,PLAN_ALOC-DOM_190503T23:14,ALOC-DOM,PLAN,307147,14:25.0,DdlKqrY_BNE_QF_190505T22:20_190505T23:25__OsrlVh8,gui:307147:actiontag:Create Maintenance~!~VHXZA~!~VHXZA~!~Local__pZJ3Tvw,07:47.0,DdlKqrY_BNE_QF_190505T22:20_190505T23:25,,,,QF,20:00.0,25:00.0,,,,,
PLAN_MAINT-DOM_190505T01:23__1meX7uk,32:35.0,gui:911188:actiontag:Update Maintenance~!~VHXZA~!~ - ~!~Local__WYR6OdM,Update Maintenance~,PLAN_MAINT-DOM_190505T01:23,MAINT-DOM,PLAN,345090,23:19.0,DdlKqrY_BNE_QF_190505T22:20_190505T23:25__8mTsAGU,gui:911188:actiontag:Update Maintenance~!~VHXZA~!~ - ~!~Local__WYR6OdM,32:15.0,DdlKqrY_BNE_QF_190505T22:20_190505T23:25,,,,QF,20:00.0,25:00.0,,,,,
PLAN_ALOC-INT_190501T20:40__onlEnDo,10:02.0,gui:938283:actiontag:Create Maintenance~!~VHOQG~!~VHOQG~!~Local__42w2tCc,Create Maintenance~,PLAN_ALOC-INT_190501T20:40,ALOC-INT,PLAN,938283,40:30.0,DgFDMXw_LAX_QF_190603T15:20_190604T05:30__-h-vYSA,gui:938283:actiontag:Create Maintenance~!~VHOQG~!~VHOQG~!~Local__42w2tCc,09:08.0,DgFDMXw_LAX_QF_190603T15:20_190604T05:30,,,,QF,20:00.0,30:00.0,,,,,
PLAN_ALOC-INT_190501T20:40__MEBCw_k,10:02.0,gui:938283:actiontag:Move Maintenance~!~VHOQG~!~-170 Mins.~!~Local__aq6V6pI,Move Maintenance~,PLAN_ALOC-INT_190501T20:40,ALOC-INT,PLAN,938283,40:30.0,DgFDMXw_LAX_QF_190603T15:20_190604T05:30__IyIqkK0,gui:938283:actiontag:Move Maintenance~!~VHOQG~!~-170 Mins.~!~Local__aq6V6pI,09:09.0,DgFDMXw_LAX_QF_190603T15:20_190604T05:30,,,,QF,20:00.0,30:00.0,,,,,
PLAN_ALOC-INT_190501T20:40__5MHqo_c,10:02.0,gui:938283:actiontag:Move Maintenance~!~VHOQG~!~100 Mins.~!~Local__kMaWKwA,Move Maintenance~,PLAN_ALOC-INT_190501T20:40,ALOC-INT,PLAN,938283,40:30.0,DgFDMXw_LAX_QF_190603T15:20_190604T05:30__7a2w46s,gui:938283:actiontag:Move Maintenance~!~VHOQG~!~100 Mins.~!~Local__kMaWKwA,09:10.0,DgFDMXw_LAX_QF_190603T15:20_190604T05:30,,,,QF,20:00.0,30:00.0,,,,,
PLAN_ALOC-INT_190501T20:40__ieXRkbw,10:02.0,gui:938283:actiontag:Move Maintenance~!~VHOQG~!~70 Mins.~!~Local__e46qqhc,Move Maintenance~,PLAN_ALOC-INT_190501T20:40,ALOC-INT,PLAN,938283,40:30.0,DgFDMXw_LAX_QF_190603T15:20_190604T05:30__f_WoY1g,gui:938283:actiontag:Move Maintenance~!~VHOQG~!~70 Mins.~!~Local__e46qqhc,09:11.0,DgFDMXw_LAX_QF_190603T15:20_190604T05:30,,,,QF,20:00.0,30:00.0,,,,,
PLAN_ALOC-INT_190510T20:40__Z5v8NrY,03:08.0,gui:938283:actiontag:Move Maintenance~!~VHOQG~!~-44 Mins.~!~Local__-m0eR-Q,Move Maintenance~,PLAN_ALOC-INT_190510T20:40,ALOC-INT,PLAN,938283,40:06.0,DgFDMXw_LAX_QF_190603T15:20_190604T05:30__KkR1_aI,gui:938283:actiontag:Move Maintenance~!~VHOQG~!~-44 Mins.~!~Local__-m0eR-Q,02:52.0,DgFDMXw_LAX_QF_190603T15:20_190604T05:30,,,,QF,20:00.0,30:00.0,,,,,
PLAN_ALOC-INT_190510T20:40__52dGxlw,03:28.0,gui:938283:actiontag:Delay End Maintenance~!~VHOQG~!~-7 Mins.~!~Local__6Afb66w,Delay End Maintenance~,PLAN_ALOC-INT_190510T20:40,ALOC-INT,PLAN,938283,40:06.0,DgFDMXw_LAX_QF_190603T15:20_190604T05:30__lcd8PzM,gui:938283:actiontag:Delay End Maintenance~!~VHOQG~!~-7 Mins.~!~Local__6Afb66w,03:18.0,DgFDMXw_LAX_QF_190603T15:20_190604T05:30,,,,QF,20:00.0,30:00.0,,,,,
OPER_NON-REPORT_190504T19:05__fdU1a2c,17:34.0,gui:307325:actiontag:Update Maintenance~!~VHVYG~!~ - ~!~Local__m6DlMGo,Update Maintenance~,OPER_NON-REPORT_190504T19:05,NON-REPORT,OPER,cog03,05:18.0,DhuFOfg_SYD_QF_190510T13:00_190510T19:00__J4TpNBY,gui:307325:actiontag:Update Maintenance~!~VHVYG~!~ - ~!~Local__m6DlMGo,17:32.0,DhuFOfg_SYD_QF_190510T13:00_190510T19:00,,,,QF,00:00.0,00:00.0,,,,,
OPER_NON-REPORT_190504T19:05__CwIJ5LI,21:54.0,gui:307325:actiontag:Update Maintenance~!~VHVYG~!~ - ~!~Local__iJ6zM5I,Update Maintenance~,OPER_NON-REPORT_190504T19:05,NON-REPORT,OPER,cog03,05:18.0,DhuFOfg_SYD_QF_190510T13:00_190510T19:00__8WDe80o,gui:307325:actiontag:Update Maintenance~!~VHVYG~!~ - ~!~Local__iJ6zM5I,21:37.0,DhuFOfg_SYD_QF_190510T13:00_190510T19:00,,,,QF,00:00.0,00:00.0,,,,,
ATFM_COBT_190505T19:19__5qDPiqo,44:09.0,gui:307325:actiontag:Update Maintenance~!~VHVYG~!~ - ~!~Local__k1sBJMY,Update Maintenance~,ATFM_COBT_190505T19:19,COBT,ATFM,130359,19:40.0,DhuFOfg_SYD_QF_190510T13:00_190510T19:00__U9Gq5eY,gui:307325:actiontag:Update Maintenance~!~VHVYG~!~ - ~!~Local__k1sBJMY,43:30.0,DhuFOfg_SYD_QF_190510T13:00_190510T19:00,,,,QF,00:00.0,00:00.0,,,,,
MECH-QLK_MAINT_VHNHV_190506T01:27__yq_uPFk,54:56.0,gui:307325:actiontag:Update Maintenance~!~VHVYG~!~ - ~!~Local__T-UgM1U,Update Maintenance~,MECH-QLK_MAINT_VHNHV_190506T01:27,MAINT,MECH-QLK,202726,27:37.0,DhuFOfg_SYD_QF_190510T13:00_190510T19:00__GYVIAIU,gui:307325:actiontag:Update Maintenance~!~VHVYG~!~ - ~!~Local__T-UgM1U,54:52.0,DhuFOfg_SYD_QF_190510T13:00_190510T19:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN_ALOC-DOM_190502T21:46__rAVnmuc,47:25.0,gui:198169:actiontag:Create Maintenance~!~VHQOI~!~VHQOI~!~Local__bQ2D1GA,Create Maintenance~,PLAN_ALOC-DOM_190502T21:46,ALOC-DOM,PLAN,220288,46:56.0,DksmeR0_MEL_QF_190503T22:05_190503T22:55__7C29uo4,gui:198169:actiontag:Create Maintenance~!~VHQOI~!~VHQOI~!~Local__bQ2D1GA,47:15.0,DksmeR0_MEL_QF_190503T22:05_190503T22:55,,,,QF,05:00.0,55:00.0,,,,,
PLAN-QLK_ALL_190504T00:27__JYVxJGQ,12:45.0,gui:198168:actiontag:Update Maintenance~!~VHQOI~!~ - ~!~Local__gjH-vGM,Update Maintenance~,PLAN-QLK_ALL_190504T00:27,ALL,PLAN-QLK,198168,27:45.0,DksmeR0_MEL_QF_190503T22:05_190503T22:55__8KuZbkc,gui:198168:actiontag:Update Maintenance~!~VHQOI~!~ - ~!~Local__gjH-vGM,11:52.0,DksmeR0_MEL_QF_190503T22:05_190503T22:55,,,,QF,05:00.0,55:00.0,,,,,
PLAN-QLK_ALL_190504T00:27__iuRecjQ,12:45.0,gui:198168:actiontag:Delay End Maintenance~!~VHQOI~!~-43 Mins.~!~Local__AOQ1mpM,Delay End Maintenance~,PLAN-QLK_ALL_190504T00:27,ALL,PLAN-QLK,198168,27:45.0,DksmeR0_MEL_QF_190503T22:05_190503T22:55__0_Vp_ys,gui:198168:actiontag:Delay End Maintenance~!~VHQOI~!~-43 Mins.~!~Local__AOQ1mpM,12:29.0,DksmeR0_MEL_QF_190503T22:05_190503T22:55,,,,QF,05:00.0,55:00.0,,,,,
PLAN_ALOC-INT_190510T20:40__ef07lEs,27:31.0,gui:938283:actiontag:Create Maintenance~!~VHEBC~!~VHEBC~!~Local__84Uj8os,Create Maintenance~,PLAN_ALOC-INT_190510T20:40,ALOC-INT,PLAN,938283,40:06.0,Dn9jTsw_BNE_QF_190601T10:00_190601T22:45__faF8uBI,gui:938283:actiontag:Create Maintenance~!~VHEBC~!~VHEBC~!~Local__84Uj8os,27:29.0,Dn9jTsw_BNE_QF_190601T10:00_190601T22:45,,,,QF,00:00.0,45:00.0,,,,,
PLAN_ALOC-INT_190515T20:34__26NP0N0,06:43.0,gui:938283:actiontag:Update Maintenance~!~VHEBC~!~ - ~!~Local__ofEbrNk,Update Maintenance~,PLAN_ALOC-INT_190515T20:34,ALOC-INT,PLAN,938283,34:04.0,Dn9jTsw_BNE_QF_190601T10:00_190601T22:45__4RS3q4I,gui:938283:actiontag:Update Maintenance~!~VHEBC~!~ - ~!~Local__ofEbrNk,03:59.0,Dn9jTsw_BNE_QF_190601T10:00_190601T22:45,,,,QF,00:00.0,45:00.0,,,,,
PLAN_ALOC-INT_190515T20:34__ma_MT1A,06:43.0,gui:938283:actiontag:Move Maintenance~!~VHEBC~!~-493 Mins.~!~Local__Dp3ZKgw,Move Maintenance~,PLAN_ALOC-INT_190515T20:34,ALOC-INT,PLAN,938283,34:04.0,Dn9jTsw_BNE_QF_190601T10:00_190601T22:45__UBiN2m4,gui:938283:actiontag:Move Maintenance~!~VHEBC~!~-493 Mins.~!~Local__Dp3ZKgw,04:02.0,Dn9jTsw_BNE_QF_190601T10:00_190601T22:45,,,,QF,00:00.0,45:00.0,,,,,
PLAN_ALOC-INT_190515T20:34__nYTqtDw,06:43.0,gui:938283:actiontag:Delay End Maintenance~!~VHEBC~!~425 Mins.~!~Local__IKKX4f8,Delay End Maintenance~,PLAN_ALOC-INT_190515T20:34,ALOC-INT,PLAN,938283,34:04.0,Dn9jTsw_BNE_QF_190601T10:00_190601T22:45__x5ZGAfc,gui:938283:actiontag:Delay End Maintenance~!~VHEBC~!~425 Mins.~!~Local__IKKX4f8,04:04.0,Dn9jTsw_BNE_QF_190601T10:00_190601T22:45,,,,QF,00:00.0,45:00.0,,,,,
PLAN_ALOC-INT_190501T20:40__zcmUyEE,41:03.0,gui:938283:actiontag:Move Maintenance~!~VHOQJ~!~-7243 Mins.~!~Local__lCwTP-E,Move Maintenance~,PLAN_ALOC-INT_190501T20:40,ALOC-INT,PLAN,938283,40:30.0,DomxKx4_LAX_QF_190529T13:20_190530T05:40__K2OnLu8,gui:938283:actiontag:Move Maintenance~!~VHOQJ~!~-7243 Mins.~!~Local__lCwTP-E,32:02.0,DomxKx4_LAX_QF_190529T13:20_190530T05:40,,,,QF,20:00.0,40:00.0,,,,,
PLAN_ALOC-INT_190510T20:40__QtRBY_s,40:19.0,gui:938283:actiontag:Move Maintenance~!~VHOQJ~!~4384 Mins.~!~Local__63odOUM,Move Maintenance~,PLAN_ALOC-INT_190510T20:40,ALOC-INT,PLAN,938283,40:06.0,DomxKx4_LAX_QF_190529T13:20_190530T05:40__Awc1GjQ,gui:938283:actiontag:Move Maintenance~!~VHOQJ~!~4384 Mins.~!~Local__63odOUM,09:59.0,DomxKx4_LAX_QF_190529T13:20_190530T05:40,,,,QF,20:00.0,40:00.0,,,,,
MECH_MAINT_VHVYC_190429T21:51__s2vX2Vo,35:01.0,gui:kpa49:actiontag:Update Maintenance~!~VHVYC~!~ - ~!~Local__BeFOy9c,Update Maintenance~,MECH_MAINT_VHVYC_190429T21:51,MAINT,MECH,kpa49,51:19.0,DpbBjJ0_BNE_QF_190430T14:35_190430T18:35__-Quuv3E,gui:kpa49:actiontag:Update Maintenance~!~VHVYC~!~ - ~!~Local__BeFOy9c,34:47.0,DpbBjJ0_BNE_QF_190430T14:35_190430T18:35,,,,QF,35:00.0,35:00.0,,,,,
OPER_NON-REPORT_190429T20:19__rLVRP-w,27:04.0,gui:cje17:actiontag:Update Maintenance~!~VHVYC~!~ - ~!~Local__TWD9ecY,Update Maintenance~,OPER_NON-REPORT_190429T20:19,NON-REPORT,OPER,kpa49,19:31.0,DpbBjJ0_BNE_QF_190430T14:35_190430T18:35__XZL4U5o,gui:cje17:actiontag:Update Maintenance~!~VHVYC~!~ - ~!~Local__TWD9ecY,26:57.0,DpbBjJ0_BNE_QF_190430T14:35_190430T18:35,,,,QF,35:00.0,35:00.0,,,,,
OPER_NON-REPORT_190428T18:21__Uw4BmJ4,21:29.0,gui:cje17:actiontag:Update Maintenance~!~VHVYC~!~ - ~!~Local__gJe4aVU,Update Maintenance~,OPER_NON-REPORT_190428T18:21,NON-REPORT,OPER,205787,21:10.0,DpbBjJ0_BNE_QF_190430T14:35_190430T18:35__G_FAyMc,gui:cje17:actiontag:Update Maintenance~!~VHVYC~!~ - ~!~Local__gJe4aVU,21:23.0,DpbBjJ0_BNE_QF_190430T14:35_190430T18:35,,,,QF,35:00.0,35:00.0,,,,,
OPER_IT_190504T19:04__N7kVoyA,43:09.0,gui:307325:actiontag:Create Maintenance~!~VHVZQ~!~VHVZQ~!~Local__UEVx5lY,Create Maintenance~,OPER_IT_190504T19:04,IT,OPER,cog03,04:55.0,Dr2krh4_SYD_QF_190508T13:00_190508T19:00__MIkeBXg,gui:307325:actiontag:Create Maintenance~!~VHVZQ~!~VHVZQ~!~Local__UEVx5lY,43:06.0,Dr2krh4_SYD_QF_190508T13:00_190508T19:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN_MAINT-DOM_190506T21:08__eo_8xbw,47:15.0,gui:220288:actiontag:Update Maintenance~!~VHVZQ~!~ - ~!~Local__-H_feIw,Update Maintenance~,PLAN_MAINT-DOM_190506T21:08,MAINT-DOM,PLAN,356900,08:12.0,Dr2krh4_SYD_QF_190508T13:00_190508T19:00__FqWjUhE,gui:220288:actiontag:Update Maintenance~!~VHVZQ~!~ - ~!~Local__-H_feIw,37:29.0,Dr2krh4_SYD_QF_190508T13:00_190508T19:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN_MAINT-DOM_190506T21:08__S-fJtZg,13:35.0,gui:356900:actiontag:Update Maintenance~!~VHVZQ~!~ - ~!~Local___YUFd6U,Update Maintenance~,PLAN_MAINT-DOM_190506T21:08,MAINT-DOM,PLAN,356900,08:12.0,Dr2krh4_SYD_QF_190508T13:00_190508T19:00__Op62qTo,gui:356900:actiontag:Update Maintenance~!~VHVZQ~!~ - ~!~Local___YUFd6U,13:10.0,Dr2krh4_SYD_QF_190508T13:00_190508T19:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN_MAINT-DOM_190506T21:08__Y07U6rU,13:35.0,gui:356900:actiontag:Update Maintenance~!~VHVZQ~!~ - ~!~Local__jA0eFos,Update Maintenance~,PLAN_MAINT-DOM_190506T21:08,MAINT-DOM,PLAN,356900,08:12.0,Dr2krh4_SYD_QF_190508T13:00_190508T19:00__uCgqxhs,gui:356900:actiontag:Update Maintenance~!~VHVZQ~!~ - ~!~Local__jA0eFos,13:28.0,Dr2krh4_SYD_QF_190508T13:00_190508T19:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN_MAINT-DOM_190506T21:08__x_iPoUg,15:34.0,gui:356900:actiontag:Update Maintenance~!~VHVZQ~!~ - ~!~Local__drkfSOQ,Update Maintenance~,PLAN_MAINT-DOM_190506T21:08,MAINT-DOM,PLAN,356900,08:12.0,Dr2krh4_SYD_QF_190508T13:00_190508T19:00__khL2b6Y,gui:356900:actiontag:Update Maintenance~!~VHVZQ~!~ - ~!~Local__drkfSOQ,15:31.0,Dr2krh4_SYD_QF_190508T13:00_190508T19:00,,,,QF,00:00.0,00:00.0,,,,,
WX_FOG_CBR_190429T20:27__koNI8Ek,44:44.0,gui:307147:actiontag:Update Maintenance~!~VHVZZ~!~ - ~!~Local__8En0dY0,Update Maintenance~,WX_FOG_CBR_190429T20:27,FOG,WX,kpa49,27:44.0,Ds7I-sM_SYD_QF_190501T10:00_190501T22:00__l8Qym-s,gui:307147:actiontag:Update Maintenance~!~VHVZZ~!~ - ~!~Local__8En0dY0,44:41.0,Ds7I-sM_SYD_QF_190501T10:00_190501T22:00,,,,QF,00:00.0,00:00.0,,,,,
MECH-QLK_AOG_VHSBG_190513T04:15__DNesO1o,06:25.0,gui:mbu01:actiontag:Create Maintenance~!~VHQPA~!~VHQPA~!~Local__CPpiVyM,Create Maintenance~,MECH-QLK_AOG_VHSBG_190513T04:15,AOG,MECH-QLK,211872,15:05.0,DsMJcqY_BNE_QF_190515T21:00_190516T02:00__NTT0_H8,gui:mbu01:actiontag:Create Maintenance~!~VHQPA~!~VHQPA~!~Local__CPpiVyM,06:22.0,DsMJcqY_BNE_QF_190515T21:00_190516T02:00,,,,QF,00:00.0,00:00.0,,,,,
OPER-QLK_MVT_190512T20:04__QyQlMTo,17:33.0,gui:kmo05:actiontag:Update Maintenance~!~VHQPA~!~ - ~!~Local__EUUED_Y,Update Maintenance~,OPER-QLK_MVT_190512T20:04,MVT,OPER-QLK,cpe97,04:47.0,DsMJcqY_BNE_QF_190515T21:00_190516T02:00__bIl80io,gui:kmo05:actiontag:Update Maintenance~!~VHQPA~!~ - ~!~Local__EUUED_Y,17:05.0,DsMJcqY_BNE_QF_190515T21:00_190516T02:00,,,,QF,00:00.0,00:00.0,,,,,
PLAN_MAINT-DOM_190514T21:08__BkFnwbg,24:02.0,gui:402979:actiontag:Update Maintenance~!~VHQPA~!~ - ~!~Local__vDvsdAI,Update Maintenance~,PLAN_MAINT-DOM_190514T21:08,MAINT-DOM,PLAN,402979,08:09.0,DsMJcqY_BNE_QF_190515T21:00_190516T02:00__nnd2uYA,gui:402979:actiontag:Update Maintenance~!~VHQPA~!~ - ~!~Local__vDvsdAI,23:55.0,DsMJcqY_BNE_QF_190515T21:00_190516T02:00,,,,QF,00:00.0,00:00.0,,,,,
